left_shoulder_elbow_wrist_angle,right_shoulder_elbow_wrist_angle,nose_left_to_shoulder_dist,nose_right_to_shoulder_dist,left_wrist_to_left_shoulder_dist,right_wrist_to_right_shoulder_dist,label
174.22222822224214,177.21334582118465,0.2150590776395854,0.08449978961661601,0.5453816110080308,0.43133734864636986,position_up
174.49778992836016,177.70778847225202,0.18917148354681868,0.030985877931784176,0.5552983234044129,0.4632615301921464,position_up
158.73052503524738,170.90496227290225,0.14968474688971997,0.03990633890484948,0.31086063485109205,0.33084186951063765,position_up
177.1938549376211,166.12451134646543,0.11379084344480518,0.06389881283662481,0.3661671128935195,0.3318711102639142,position_up
174.8141468718528,171.43747754737566,0.08604479407126288,0.10186816009991011,0.3418742989440944,0.28148621467017637,position_up
179.13200462634234,175.99502634080275,0.13199307448376488,0.06926202079235255,0.2777873627899696,0.22817846365481328,position_up
178.504523718438,151.1143576444386,0.10022713718745727,0.2061813993795122,0.29368287144157806,0.33993733487295164,position_up
177.4921417510393,160.829954673259,0.0917978108983722,0.19240247057749904,0.33859003571137647,0.20901002826327034,position_up
179.11370051149626,165.91228922564142,0.08794076984760785,0.11629198319939067,0.278767015114596,0.2753210246245407,position_up
134.15805742775106,151.18599123343796,0.11036271471720241,0.15900678379716013,0.2851706406695233,0.30193280741824124,position_up
179.02499595493018,167.32123004922386,0.09575717812184587,0.12181963720846142,0.34444582174149807,0.36475578638759065,position_up
146.1291195303744,178.38480801240402,0.16243990825062316,0.12108196384050247,0.34117982554028486,0.27709356152324977,position_up
171.89040235111887,174.89774724787802,0.1064115559898419,0.08853451504144494,0.3383495786442501,0.3232305000998403,position_up
174.6582070993966,170.95106525847905,0.12019826255538762,0.13743141475295118,0.38286618514562326,0.35912122236067867,position_up
147.30161101583124,140.48903596820472,0.1127057335836957,0.06328321170699105,0.11294225827950387,0.1631959220813269,position_up
139.54453850779007,162.12388574215242,0.12426242005026067,0.1369643319943722,0.10761474802334796,0.2731415483107332,position_up
124.07469441257047,169.80093110114024,0.10728392431904321,0.09090140912381911,0.15150511248832232,0.2985453555657671,position_up
84.32582559665751,176.9993162100159,0.12673310754405892,0.1729126124309404,0.1924157991305016,0.12715382802356262,position_down
152.48814858080553,175.59851600584827,0.1290141376018808,0.03330894654535967,0.13995902919508388,0.047026262904468395,position_down
88.0515022126011,105.07790584719157,0.142778715499899,0.14347439815111637,0.15479530111153983,0.14710408229758842,position_down
169.0875848738511,120.94434549350002,0.13206465440581946,0.055948065046360226,0.3895594041554851,0.15356787162574453,position_down
64.46896630245031,138.8789935069108,0.12433153088561082,0.04822467811135307,0.04249167229615708,0.12953702411729257,position_down
82.60836636270113,151.8995991116254,0.1363851070820227,0.12622461396390558,0.1939906916787787,0.06623763034892081,position_down
82.60836636270113,151.8995991116254,0.1363851070820227,0.12622461396390558,0.1939906916787787,0.06623763034892081,position_down
39.79028764225625,108.45492995484068,0.10049176920508246,0.08926109324926698,0.08045355642391222,0.1302920721466762,position_down
39.79028764225625,108.45492995484068,0.10049176920508246,0.08926109324926698,0.08045355642391222,0.1302920721466762,position_down
60.27915287837693,37.82261953505665,0.08116103155351023,0.1309559911378352,0.12119633628181499,0.03873928059554927,position_down
69.6545138617149,29.935393034149257,0.15283529449453026,0.09359902537704673,0.1213383572003895,0.06446271882805682,position_down
75.42884938503975,136.82200761276573,0.12061726191309632,0.07065715064943986,0.08507423677173646,0.15910809345464452,position_down
