right_shoulder_hip_dist,right_hip_knee_dist,right_elbow_angle,label
0.2691062117300249,0.1611526761948846,177.21334582118465,position_up
0.22757594045999474,0.15651434151429844,177.70778847225202,position_up
0.14003248061985618,0.043485634839115564,170.90496227290225,position_up
0.2042103901482999,0.19385954638035266,166.12451134646543,position_up
0.20125898130324268,0.19578980473527008,171.43747754737566,position_up
0.14928519207974397,0.006499038343446341,175.99502634080275,position_up
0.08620108867127156,0.0500734854279845,151.1143576444386,position_up
0.1299188712515236,0.1008846719770143,160.829954673259,position_up
0.16020771755414548,0.1330992216980149,165.91228922564142,position_up
0.08959510701426021,0.06393263194908691,151.18599123343796,position_up
0.15851211808646198,0.011854475373462495,167.32123004922386,position_up
0.0955878334548259,0.14372942392423455,178.38480801240402,position_up
0.19946096603216865,0.09787927705992629,174.89774724787802,position_up
0.27540122945333284,0.1527598629367573,170.95106525847905,position_up
0.119597400386314,0.18735243736455698,140.48903596820472,position_up
0.09177191284882129,0.135310256518164,162.12388574215242,position_up
0.16458882466550717,0.14061768533278007,169.80093110114024,position_up
0.1829579247286376,0.145371624824818,176.9993162100159,position_down
0.04945301725914392,0.19257353924240034,175.59851600584827,position_down
0.12396949161003558,0.1885288038435908,105.07790584719157,position_down
0.05610464792490317,0.14757037640121135,120.94434549350002,position_down
0.24265850773349817,0.19420766713226334,138.8789935069108,position_down
0.15747923877969722,0.04683287954530285,151.8995991116254,position_down
0.15747923877969722,0.04683287954530285,151.8995991116254,position_down
0.17561319502105502,0.09928793921383404,108.45492995484068,position_down
0.17561319502105502,0.09928793921383404,108.45492995484068,position_down
0.23146356287803002,0.07203458310432201,37.82261953505665,position_down
0.2038595350503599,0.04743471285373448,29.935393034149257,position_down
0.08068725910623922,0.08600313495539952,136.82200761276573,position_down
